F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 1.001695
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 1.934668
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 2.810723
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 2.646371
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 2.481542
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 2.319211
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 2.157076
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 2.000845
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 1.846693
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 1.697173
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 1.544306
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 1.397121
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 1.242705
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 1.090461
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.936220
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.792861
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.644003
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.494362
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.297423
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.225456
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.254747
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.403559
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.521468
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.601561
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.676169
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.725331
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.775492
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.808055
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.840451
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.856843
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.874591
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.879846
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.893519
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.894150
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.905533
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.903758
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.910278
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.901589
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.899449
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.891035
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.891483
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.889781
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.893740
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.886981
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.877276
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.857396
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.839879
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.818141
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.803924
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.785528
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.772958
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.752618
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.736621
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.716413
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.706125
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.692517
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.688271
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.679730
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.678112
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.669129
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.662468
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.650358
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.636115
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.621445
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.609207
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.596676
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.582720
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.572631
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.564255
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.556890
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.545299
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.534233
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.518077
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.504106
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.486007
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.472677
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.452854
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.449653
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.441096
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.431768
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.414123
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.397475
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.384811
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.380506
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.368945
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.370875
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.358677
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.354936
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.331152
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.323518
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.309517
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.308778
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.293293
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.303644
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.292689
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.302344
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.287799
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.298012
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.280663
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.285607
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.282600
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.292578
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.274642
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.270207
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.243970
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.239396
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.193097
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.190024
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.216546
pcm_loudness_sma = 0.165237
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.216546
pcm_loudness_sma = 0.182250
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.216546
pcm_loudness_sma = 0.140160
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.129941
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.078004
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.069795
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.081160
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.114823
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.147181
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.150797
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.170077
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.226149
pcm_loudness_sma = 0.177646
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.447934
pcm_loudness_sma = 0.187431
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.669889
pcm_loudness_sma = 0.166542
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.443740
pcm_loudness_sma = 0.161005
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.445766
pcm_loudness_sma = 0.141997
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.223811
pcm_loudness_sma = 0.160863
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.223811
pcm_loudness_sma = 0.144825
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.146940
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.041729
pcm_loudness_sma = 0.126757
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.041729
pcm_loudness_sma = 0.139276
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.041729
pcm_loudness_sma = 0.130050
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.227893
pcm_loudness_sma = 0.139355
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.227893
pcm_loudness_sma = 0.129342
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.304199
pcm_loudness_sma = 0.115762
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.076306
pcm_loudness_sma = 0.086889
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.076306
pcm_loudness_sma = 0.079386
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.230799
pcm_loudness_sma = 0.069517
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.458252
pcm_loudness_sma = 0.066308
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.458252
pcm_loudness_sma = 0.041314
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.227454
pcm_loudness_sma = 0.043673
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.035713
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.047352
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.059147
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.075066
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.096621
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.086764
pcm_loudness_sma = 0.114243
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.086764
pcm_loudness_sma = 0.134485
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.307111
pcm_loudness_sma = 0.138503
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.220347
pcm_loudness_sma = 0.109644
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.444713
pcm_loudness_sma = 0.096397
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.287851
pcm_loudness_sma = 0.079034
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.514696
pcm_loudness_sma = 0.106982
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.522593
pcm_loudness_sma = 0.099084
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.568610
pcm_loudness_sma = 0.108117
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.341765
pcm_loudness_sma = 0.079609
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.332669
pcm_loudness_sma = 0.068927
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.223168
pcm_loudness_sma = 0.062115
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.223168
pcm_loudness_sma = 0.043294
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.086065
pcm_loudness_sma = 0.058715
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.126742
pcm_loudness_sma = 0.044470
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.126742
pcm_loudness_sma = 0.087386
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.260155
pcm_loudness_sma = 0.083993
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.346947
pcm_loudness_sma = 0.108667
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.485821
pcm_loudness_sma = 0.074891
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.266341
pcm_loudness_sma = 0.058528
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.369269
pcm_loudness_sma = 0.053006
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.369185
pcm_loudness_sma = 0.048594
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.369185
pcm_loudness_sma = 0.063151
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.315059
pcm_loudness_sma = 0.045341
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.176269
pcm_loudness_sma = 0.071637
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.176269
pcm_loudness_sma = 0.080376
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.082849
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.000000
pcm_loudness_sma = 0.100064
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.217415
pcm_loudness_sma = 0.104435
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.428533
pcm_loudness_sma = 0.138825
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.645059
pcm_loudness_sma = 0.109407
F0final_sma = 0.000000
voicingFinalUnclipped_sma = 0.636566
