5.344708e-02;8.692870e-02;9.757580e-02;2.963729e-02;1.166666e-01;5.127192e-02;9.780106e-02;7.548714e-02;8.867323e-02;1.242342e-01;1.025194e-01;7.575766e-02
3.461804e-02;8.359822e-02;1.096574e-01;3.361920e-02;1.440188e-01;5.741659e-02;7.643145e-02;9.278163e-02;7.293038e-02;1.102259e-01;9.228450e-02;9.241782e-02
7.106216e-02;5.586063e-02;1.581452e-01;4.975866e-02;1.367235e-01;7.805528e-02;7.829850e-02;8.276698e-02;5.202013e-02;7.802697e-02;7.566474e-02;8.361720e-02
8.113299e-02;3.573608e-02;1.681143e-01;4.685765e-02;1.327203e-01;7.788534e-02;9.758423e-02;6.778226e-02;7.444666e-02;8.752909e-02;5.825005e-02;7.196105e-02
7.840762e-02;6.059165e-02;1.578019e-01;4.766732e-02;1.201552e-01;7.564325e-02;9.148411e-02;5.758761e-02;1.012536e-01;9.077910e-02;4.724251e-02;7.138618e-02
8.449568e-02;7.208575e-02;1.300380e-01;5.290653e-02;8.829364e-02;7.781135e-02;1.008076e-01;4.649393e-02;1.182643e-01;9.200242e-02;4.995550e-02;8.684522e-02
8.874064e-02;6.368823e-02;1.470242e-01;4.189013e-02;5.649442e-02;7.725810e-02;1.144329e-01;3.463177e-02;1.031843e-01;1.109565e-01;6.719007e-02;9.450872e-02
8.941641e-02;7.216018e-02;1.707375e-01;4.693399e-02;3.866260e-02;8.112615e-02;8.726370e-02;3.710849e-02;1.044064e-01;1.080328e-01;8.167983e-02;8.247196e-02
8.615795e-02;9.794802e-02;1.582783e-01;6.302537e-02;3.019824e-02;8.457609e-02;7.021607e-02;5.640410e-02;1.160342e-01;9.340257e-02;8.218504e-02;6.157415e-02
9.007852e-02;1.072607e-01;1.071492e-01;7.427309e-02;5.207162e-02;8.037518e-02;7.422335e-02;6.343782e-02;1.104587e-01;9.467055e-02;8.336453e-02;6.263679e-02
9.389374e-02;8.834623e-02;7.071380e-02;7.431590e-02;8.469642e-02;8.229803e-02;8.320639e-02;5.528996e-02;8.844378e-02;1.127568e-01;8.643977e-02;7.959913e-02
6.305887e-02;5.949522e-02;1.475891e-01;8.137368e-02;9.530098e-02;7.515458e-02;8.157796e-02;7.005425e-02;5.158230e-02;1.083775e-01;8.463647e-02;8.179905e-02
3.675540e-02;5.070001e-02;1.895797e-01;9.806652e-02;9.828792e-02;8.351823e-02;6.506243e-02;9.808728e-02;3.822652e-02;8.596463e-02;7.880597e-02;7.694534e-02
4.497951e-02;6.043806e-02;1.717964e-01;9.022141e-02;1.033641e-01;9.976340e-02;5.647245e-02;1.002846e-01;5.431886e-02;6.232653e-02;8.119300e-02;7.484175e-02
6.734531e-02;7.951789e-02;1.524684e-01;7.067429e-02;9.549671e-02;1.078652e-01;6.175033e-02;9.026461e-02;5.913411e-02;7.415464e-02;7.433373e-02;6.699482e-02
8.017585e-02;9.778731e-02;1.625801e-01;7.754112e-02;7.877550e-02;9.317748e-02;9.161133e-02;8.128269e-02;5.305163e-02;9.146865e-02;4.967261e-02;4.287571e-02
9.373736e-02;8.740340e-02;1.840074e-01;8.005510e-02;6.742299e-02;6.949006e-02;8.955466e-02;7.332819e-02;7.484288e-02;7.553073e-02;5.906678e-02;4.556045e-02
7.831499e-02;7.298122e-02;1.956051e-01;6.911232e-02;7.958818e-02;5.919038e-02;9.785268e-02;8.230068e-02;8.813043e-02;6.652572e-02;5.162752e-02;5.877071e-02
6.258766e-02;6.539006e-02;2.009897e-01;6.641439e-02;9.400412e-02;6.236557e-02;1.073861e-01;7.698856e-02;9.410567e-02;7.566088e-02;2.844527e-02;6.566205e-02
1.025038e-01;5.667533e-02;1.643849e-01;5.234668e-02;1.023687e-01;7.813503e-02;1.192903e-01;5.751989e-02;8.900534e-02;8.548924e-02;2.971152e-02;6.256926e-02
1.272776e-01;5.644780e-02;1.203490e-01;4.005596e-02;1.069743e-01;8.572040e-02;1.492926e-01;4.984996e-02;8.953375e-02;8.396807e-02;2.838906e-02;6.214152e-02
1.295392e-01;5.477075e-02;1.050502e-01;6.593950e-02;9.173699e-02;7.249553e-02;1.383089e-01;6.034726e-02;9.868892e-02;8.688426e-02;4.077391e-02;5.546460e-02
1.291338e-01;6.449302e-02;1.087051e-01;7.366841e-02;7.889298e-02;6.891022e-02;1.198950e-01;7.679930e-02;1.089267e-01;7.731529e-02;4.385163e-02;4.940867e-02
1.219040e-01;7.002497e-02;1.285247e-01;5.726035e-02;7.620347e-02;7.995518e-02;1.104558e-01;8.339341e-02;1.132526e-01;7.420724e-02;4.996447e-02;3.485389e-02
1.310982e-01;6.861498e-02;1.441461e-01;5.722917e-02;8.012255e-02;8.333779e-02;7.977970e-02;6.243984e-02;1.033921e-01;8.236404e-02;6.729784e-02;4.017774e-02
1.287829e-01;5.734951e-02;1.374873e-01;6.320027e-02;8.293761e-02;6.590133e-02;1.013712e-01;4.362625e-02;8.881962e-02;1.044098e-01;6.803423e-02;5.808004e-02
1.180609e-01;4.801483e-02;1.248711e-01;5.675269e-02;7.699508e-02;6.093412e-02;1.090542e-01;4.635865e-02;1.109083e-01;1.252699e-01;6.248243e-02;6.029765e-02
9.253458e-02;6.519309e-02;1.589558e-01;4.968212e-02;7.492225e-02;6.445096e-02;9.617986e-02;5.559071e-02;1.056090e-01;1.227236e-01;6.497023e-02;4.918782e-02
6.069654e-02;8.166832e-02;1.940869e-01;5.507934e-02;7.585526e-02;6.721815e-02;8.861100e-02;6.199310e-02;9.596372e-02;9.664906e-02;8.197635e-02;4.020230e-02
6.145948e-02;7.964857e-02;1.629125e-01;5.621670e-02;8.620881e-02;9.015525e-02;7.158671e-02;6.017863e-02;1.157798e-01;8.612324e-02;1.011774e-01;2.855291e-02
1.002784e-01;6.274239e-02;1.292338e-01;5.704119e-02;8.688943e-02;9.671859e-02;4.963152e-02;7.009476e-02;1.268598e-01;9.347420e-02;9.749149e-02;2.954440e-02
1.180661e-01;4.272689e-02;1.507024e-01;5.938095e-02;5.846276e-02;6.870247e-02;9.183168e-02;6.775100e-02;1.219192e-01;1.067569e-01;8.125167e-02;3.244801e-02
